Source,Target,Type,Id,tweetword,Date
116,62,Undirected,1150,twitter api,Mon Apr 06 22:26:45 PDT 2009
116,63,Undirected,1151,twitter api,Mon Apr 06 22:26:45 PDT 2009
116,64,Undirected,1152,twitter api,Mon Apr 06 22:26:45 PDT 2009
116,65,Undirected,1153,twitter api,Mon Apr 06 22:26:45 PDT 2009
116,115,Undirected,1154,twitter api,Mon Apr 06 22:26:45 PDT 2009
116,314,Undirected,1155,twitter api,Mon Apr 06 22:26:45 PDT 2009
116,315,Undirected,1156,twitter api,Mon Apr 06 22:26:45 PDT 2009
116,316,Undirected,1157,twitter api,Mon Apr 06 22:26:45 PDT 2009
116,317,Undirected,1158,twitter api,Mon Apr 06 22:26:45 PDT 2009
116,318,Undirected,1159,twitter api,Mon Apr 06 22:26:45 PDT 2009
116,319,Undirected,1160,twitter api,Mon Apr 06 22:26:45 PDT 2009
117,118,Undirected,1161,jquery book,Mon Apr 06 22:26:48 PDT 2009
117,362,Undirected,1162,jquery book,Mon Apr 06 22:26:48 PDT 2009
117,363,Undirected,1163,jquery book,Mon Apr 06 22:26:48 PDT 2009
118,117,Undirected,1164,jquery book,Mon Apr 06 22:26:49 PDT 2009
118,362,Undirected,1165,jquery book,Mon Apr 06 22:26:49 PDT 2009
118,363,Undirected,1166,jquery book,Mon Apr 06 22:26:49 PDT 2009
119,120,Undirected,1167,goodby silverstein,Mon Apr 06 22:26:52 PDT 2009
119,121,Undirected,1168,goodby silverstein,Mon Apr 06 22:26:52 PDT 2009
119,122,Undirected,1169,goodby silverstein,Mon Apr 06 22:26:52 PDT 2009
119,364,Undirected,1170,goodby silverstein,Mon Apr 06 22:26:52 PDT 2009
119,365,Undirected,1171,goodby silverstein,Mon Apr 06 22:26:52 PDT 2009
119,366,Undirected,1172,goodby silverstein,Mon Apr 06 22:26:52 PDT 2009
120,119,Undirected,1173,goodby silverstein,Mon Apr 06 22:26:54 PDT 2009
120,121,Undirected,1174,goodby silverstein,Mon Apr 06 22:26:54 PDT 2009
120,122,Undirected,1175,goodby silverstein,Mon Apr 06 22:26:54 PDT 2009
120,364,Undirected,1176,goodby silverstein,Mon Apr 06 22:26:54 PDT 2009
120,365,Undirected,1177,goodby silverstein,Mon Apr 06 22:26:54 PDT 2009
120,366,Undirected,1178,goodby silverstein,Mon Apr 06 22:26:54 PDT 2009
121,119,Undirected,1179,goodby silverstein,Mon Apr 06 22:26:54 PDT 2009
121,120,Undirected,1180,goodby silverstein,Mon Apr 06 22:26:54 PDT 2009
121,122,Undirected,1181,goodby silverstein,Mon Apr 06 22:26:54 PDT 2009
121,364,Undirected,1182,goodby silverstein,Mon Apr 06 22:26:54 PDT 2009
121,365,Undirected,1183,goodby silverstein,Mon Apr 06 22:26:54 PDT 2009
121,366,Undirected,1184,goodby silverstein,Mon Apr 06 22:26:54 PDT 2009
122,119,Undirected,1185,goodby silverstein,Mon Apr 06 22:26:57 PDT 2009
122,120,Undirected,1186,goodby silverstein,Mon Apr 06 22:26:57 PDT 2009
122,121,Undirected,1187,goodby silverstein,Mon Apr 06 22:26:57 PDT 2009
122,364,Undirected,1188,goodby silverstein,Mon Apr 06 22:26:57 PDT 2009
122,365,Undirected,1189,goodby silverstein,Mon Apr 06 22:26:57 PDT 2009
122,366,Undirected,1190,goodby silverstein,Mon Apr 06 22:26:57 PDT 2009
124,125,Undirected,1191,g2,Mon Apr 06 22:26:58 PDT 2009
124,126,Undirected,1192,g2,Mon Apr 06 22:26:58 PDT 2009
124,127,Undirected,1193,g2,Mon Apr 06 22:26:58 PDT 2009
124,367,Undirected,1194,g2,Mon Apr 06 22:26:58 PDT 2009
124,368,Undirected,1195,g2,Mon Apr 06 22:26:58 PDT 2009
124,369,Undirected,1196,g2,Mon Apr 06 22:26:58 PDT 2009
125,124,Undirected,1197,g2,Mon Apr 06 22:27:02 PDT 2009
125,126,Undirected,1198,g2,Mon Apr 06 22:27:02 PDT 2009
125,127,Undirected,1199,g2,Mon Apr 06 22:27:02 PDT 2009
125,367,Undirected,1200,g2,Mon Apr 06 22:27:02 PDT 2009
125,368,Undirected,1201,g2,Mon Apr 06 22:27:02 PDT 2009
125,369,Undirected,1202,g2,Mon Apr 06 22:27:02 PDT 2009
126,124,Undirected,1203,g2,Mon Apr 06 22:27:08 PDT 2009
126,125,Undirected,1204,g2,Mon Apr 06 22:27:08 PDT 2009
126,127,Undirected,1205,g2,Mon Apr 06 22:27:08 PDT 2009
126,367,Undirected,1206,g2,Mon Apr 06 22:27:08 PDT 2009
126,368,Undirected,1207,g2,Mon Apr 06 22:27:08 PDT 2009
126,369,Undirected,1208,g2,Mon Apr 06 22:27:08 PDT 2009
127,124,Undirected,1209,g2,Mon Apr 06 22:27:15 PDT 2009
127,125,Undirected,1210,g2,Mon Apr 06 22:27:15 PDT 2009
127,126,Undirected,1211,g2,Mon Apr 06 22:27:15 PDT 2009
127,367,Undirected,1212,g2,Mon Apr 06 22:27:15 PDT 2009
127,368,Undirected,1213,g2,Mon Apr 06 22:27:15 PDT 2009
127,369,Undirected,1214,g2,Mon Apr 06 22:27:15 PDT 2009
128,129,Undirected,1215,googleio,Mon Apr 06 22:27:16 PDT 2009
128,370,Undirected,1216,googleio,Mon Apr 06 22:27:16 PDT 2009
128,371,Undirected,1217,googleio,Mon Apr 06 22:27:16 PDT 2009
128,372,Undirected,1218,googleio,Mon Apr 06 22:27:16 PDT 2009
129,128,Undirected,1219,googleio,Mon Apr 06 22:27:16 PDT 2009
129,370,Undirected,1220,googleio,Mon Apr 06 22:27:16 PDT 2009
129,371,Undirected,1221,googleio,Mon Apr 06 22:27:16 PDT 2009
129,372,Undirected,1222,googleio,Mon Apr 06 22:27:16 PDT 2009
130,95,Undirected,1223,lakers,Mon Apr 06 22:27:18 PDT 2009
130,340,Undirected,1224,lakers,Mon Apr 06 22:27:18 PDT 2009
130,341,Undirected,1225,lakers,Mon Apr 06 22:27:18 PDT 2009
131,132,Undirected,1226,viral marketing,Mon Apr 06 22:27:21 PDT 2009
131,133,Undirected,1227,viral marketing,Mon Apr 06 22:27:21 PDT 2009
131,134,Undirected,1228,viral marketing,Mon Apr 06 22:27:21 PDT 2009
131,373,Undirected,1229,viral marketing,Mon Apr 06 22:27:21 PDT 2009
132,131,Undirected,1230,viral marketing,Mon Apr 06 22:27:22 PDT 2009
132,133,Undirected,1231,viral marketing,Mon Apr 06 22:27:22 PDT 2009
132,134,Undirected,1232,viral marketing,Mon Apr 06 22:27:22 PDT 2009
132,373,Undirected,1233,viral marketing,Mon Apr 06 22:27:22 PDT 2009
133,131,Undirected,1234,viral marketing,Mon Apr 06 22:27:25 PDT 2009
133,132,Undirected,1235,viral marketing,Mon Apr 06 22:27:25 PDT 2009
133,134,Undirected,1236,viral marketing,Mon Apr 06 22:27:25 PDT 2009
133,373,Undirected,1237,viral marketing,Mon Apr 06 22:27:25 PDT 2009
134,131,Undirected,1238,viral marketing,Mon Apr 06 22:27:31 PDT 2009
134,132,Undirected,1239,viral marketing,Mon Apr 06 22:27:31 PDT 2009
134,133,Undirected,1240,viral marketing,Mon Apr 06 22:27:31 PDT 2009
134,373,Undirected,1241,viral marketing,Mon Apr 06 22:27:31 PDT 2009
135,82,Undirected,1242,night at the museum,Mon Apr 06 22:27:34 PDT 2009
135,136,Undirected,1243,night at the museum,Mon Apr 06 22:27:34 PDT 2009
135,137,Undirected,1244,night at the museum,Mon Apr 06 22:27:34 PDT 2009
135,138,Undirected,1245,night at the museum,Mon Apr 06 22:27:34 PDT 2009
135,139,Undirected,1246,night at the museum,Mon Apr 06 22:27:34 PDT 2009
135,140,Undirected,1247,night at the museum,Mon Apr 06 22:27:34 PDT 2009
135,141,Undirected,1248,night at the museum,Mon Apr 06 22:27:34 PDT 2009
135,142,Undirected,1249,night at the museum,Mon Apr 06 22:27:34 PDT 2009
135,143,Undirected,1250,night at the museum,Mon Apr 06 22:27:34 PDT 2009
135,144,Undirected,1251,night at the museum,Mon Apr 06 22:27:34 PDT 2009
135,145,Undirected,1252,night at the museum,Mon Apr 06 22:27:34 PDT 2009
135,146,Undirected,1253,night at the museum,Mon Apr 06 22:27:34 PDT 2009
135,147,Undirected,1254,night at the museum,Mon Apr 06 22:27:34 PDT 2009
135,375,Undirected,1255,night at the museum,Mon Apr 06 22:27:34 PDT 2009
135,376,Undirected,1256,night at the museum,Mon Apr 06 22:27:34 PDT 2009
135,377,Undirected,1257,night at the museum,Mon Apr 06 22:27:34 PDT 2009
135,378,Undirected,1258,night at the museum,Mon Apr 06 22:27:34 PDT 2009
135,379,Undirected,1259,night at the museum,Mon Apr 06 22:27:34 PDT 2009
135,380,Undirected,1260,night at the museum,Mon Apr 06 22:27:34 PDT 2009
135,381,Undirected,1261,night at the museum,Mon Apr 06 22:27:34 PDT 2009
135,382,Undirected,1262,night at the museum,Mon Apr 06 22:27:34 PDT 2009
135,383,Undirected,1263,night at the museum,Mon Apr 06 22:27:34 PDT 2009
135,384,Undirected,1264,night at the museum,Mon Apr 06 22:27:34 PDT 2009
135,385,Undirected,1265,night at the museum,Mon Apr 06 22:27:34 PDT 2009
135,386,Undirected,1266,night at the museum,Mon Apr 06 22:27:34 PDT 2009
136,82,Undirected,1267,night at the museum,Mon Apr 06 22:27:35 PDT 2009
136,135,Undirected,1268,night at the museum,Mon Apr 06 22:27:35 PDT 2009
136,137,Undirected,1269,night at the museum,Mon Apr 06 22:27:35 PDT 2009
136,138,Undirected,1270,night at the museum,Mon Apr 06 22:27:35 PDT 2009
136,139,Undirected,1271,night at the museum,Mon Apr 06 22:27:35 PDT 2009
136,140,Undirected,1272,night at the museum,Mon Apr 06 22:27:35 PDT 2009
136,141,Undirected,1273,night at the museum,Mon Apr 06 22:27:35 PDT 2009
136,142,Undirected,1274,night at the museum,Mon Apr 06 22:27:35 PDT 2009
136,143,Undirected,1275,night at the museum,Mon Apr 06 22:27:35 PDT 2009
136,144,Undirected,1276,night at the museum,Mon Apr 06 22:27:35 PDT 2009
136,145,Undirected,1277,night at the museum,Mon Apr 06 22:27:35 PDT 2009
136,146,Undirected,1278,night at the museum,Mon Apr 06 22:27:35 PDT 2009
136,147,Undirected,1279,night at the museum,Mon Apr 06 22:27:35 PDT 2009
136,375,Undirected,1280,night at the museum,Mon Apr 06 22:27:35 PDT 2009
136,376,Undirected,1281,night at the museum,Mon Apr 06 22:27:35 PDT 2009
136,377,Undirected,1282,night at the museum,Mon Apr 06 22:27:35 PDT 2009
136,378,Undirected,1283,night at the museum,Mon Apr 06 22:27:35 PDT 2009
136,379,Undirected,1284,night at the museum,Mon Apr 06 22:27:35 PDT 2009
136,380,Undirected,1285,night at the museum,Mon Apr 06 22:27:35 PDT 2009
136,381,Undirected,1286,night at the museum,Mon Apr 06 22:27:35 PDT 2009
136,382,Undirected,1287,night at the museum,Mon Apr 06 22:27:35 PDT 2009
136,383,Undirected,1288,night at the museum,Mon Apr 06 22:27:35 PDT 2009
136,384,Undirected,1289,night at the museum,Mon Apr 06 22:27:35 PDT 2009
136,385,Undirected,1290,night at the museum,Mon Apr 06 22:27:35 PDT 2009
136,386,Undirected,1291,night at the museum,Mon Apr 06 22:27:35 PDT 2009
137,82,Undirected,1292,night at the museum,Mon Apr 06 22:27:45 PDT 2009
137,135,Undirected,1293,night at the museum,Mon Apr 06 22:27:45 PDT 2009
137,136,Undirected,1294,night at the museum,Mon Apr 06 22:27:45 PDT 2009
137,138,Undirected,1295,night at the museum,Mon Apr 06 22:27:45 PDT 2009
137,139,Undirected,1296,night at the museum,Mon Apr 06 22:27:45 PDT 2009
137,140,Undirected,1297,night at the museum,Mon Apr 06 22:27:45 PDT 2009
137,141,Undirected,1298,night at the museum,Mon Apr 06 22:27:45 PDT 2009
137,142,Undirected,1299,night at the museum,Mon Apr 06 22:27:45 PDT 2009
137,143,Undirected,1300,night at the museum,Mon Apr 06 22:27:45 PDT 2009
137,144,Undirected,1301,night at the museum,Mon Apr 06 22:27:45 PDT 2009
137,145,Undirected,1302,night at the museum,Mon Apr 06 22:27:45 PDT 2009
137,146,Undirected,1303,night at the museum,Mon Apr 06 22:27:45 PDT 2009
137,147,Undirected,1304,night at the museum,Mon Apr 06 22:27:45 PDT 2009
137,375,Undirected,1305,night at the museum,Mon Apr 06 22:27:45 PDT 2009
137,376,Undirected,1306,night at the museum,Mon Apr 06 22:27:45 PDT 2009
137,377,Undirected,1307,night at the museum,Mon Apr 06 22:27:45 PDT 2009
137,378,Undirected,1308,night at the museum,Mon Apr 06 22:27:45 PDT 2009
137,379,Undirected,1309,night at the museum,Mon Apr 06 22:27:45 PDT 2009
137,380,Undirected,1310,night at the museum,Mon Apr 06 22:27:45 PDT 2009
137,381,Undirected,1311,night at the museum,Mon Apr 06 22:27:45 PDT 2009
137,382,Undirected,1312,night at the museum,Mon Apr 06 22:27:45 PDT 2009
137,383,Undirected,1313,night at the museum,Mon Apr 06 22:27:45 PDT 2009
137,384,Undirected,1314,night at the museum,Mon Apr 06 22:27:45 PDT 2009
137,385,Undirected,1315,night at the museum,Mon Apr 06 22:27:45 PDT 2009
137,386,Undirected,1316,night at the museum,Mon Apr 06 22:27:45 PDT 2009
138,82,Undirected,1317,night at the museum,Mon Apr 06 22:27:45 PDT 2009
138,135,Undirected,1318,night at the museum,Mon Apr 06 22:27:45 PDT 2009
138,136,Undirected,1319,night at the museum,Mon Apr 06 22:27:45 PDT 2009
138,137,Undirected,1320,night at the museum,Mon Apr 06 22:27:45 PDT 2009
138,139,Undirected,1321,night at the museum,Mon Apr 06 22:27:45 PDT 2009
138,140,Undirected,1322,night at the museum,Mon Apr 06 22:27:45 PDT 2009
138,141,Undirected,1323,night at the museum,Mon Apr 06 22:27:45 PDT 2009
138,142,Undirected,1324,night at the museum,Mon Apr 06 22:27:45 PDT 2009
138,143,Undirected,1325,night at the museum,Mon Apr 06 22:27:45 PDT 2009
138,144,Undirected,1326,night at the museum,Mon Apr 06 22:27:45 PDT 2009
138,145,Undirected,1327,night at the museum,Mon Apr 06 22:27:45 PDT 2009
138,146,Undirected,1328,night at the museum,Mon Apr 06 22:27:45 PDT 2009
138,147,Undirected,1329,night at the museum,Mon Apr 06 22:27:45 PDT 2009
138,375,Undirected,1330,night at the museum,Mon Apr 06 22:27:45 PDT 2009
138,376,Undirected,1331,night at the museum,Mon Apr 06 22:27:45 PDT 2009
138,377,Undirected,1332,night at the museum,Mon Apr 06 22:27:45 PDT 2009
138,378,Undirected,1333,night at the museum,Mon Apr 06 22:27:45 PDT 2009
138,379,Undirected,1334,night at the museum,Mon Apr 06 22:27:45 PDT 2009
138,380,Undirected,1335,night at the museum,Mon Apr 06 22:27:45 PDT 2009
138,381,Undirected,1336,night at the museum,Mon Apr 06 22:27:45 PDT 2009
138,382,Undirected,1337,night at the museum,Mon Apr 06 22:27:45 PDT 2009
138,383,Undirected,1338,night at the museum,Mon Apr 06 22:27:45 PDT 2009
138,384,Undirected,1339,night at the museum,Mon Apr 06 22:27:45 PDT 2009
138,385,Undirected,1340,night at the museum,Mon Apr 06 22:27:45 PDT 2009
138,386,Undirected,1341,night at the museum,Mon Apr 06 22:27:45 PDT 2009
139,82,Undirected,1342,night at the museum,Mon Apr 06 22:27:55 PDT 2009
139,135,Undirected,1343,night at the museum,Mon Apr 06 22:27:55 PDT 2009
139,136,Undirected,1344,night at the museum,Mon Apr 06 22:27:55 PDT 2009
139,137,Undirected,1345,night at the museum,Mon Apr 06 22:27:55 PDT 2009
139,138,Undirected,1346,night at the museum,Mon Apr 06 22:27:55 PDT 2009
139,140,Undirected,1347,night at the museum,Mon Apr 06 22:27:55 PDT 2009
139,141,Undirected,1348,night at the museum,Mon Apr 06 22:27:55 PDT 2009
139,142,Undirected,1349,night at the museum,Mon Apr 06 22:27:55 PDT 2009
139,143,Undirected,1350,night at the museum,Mon Apr 06 22:27:55 PDT 2009
139,144,Undirected,1351,night at the museum,Mon Apr 06 22:27:55 PDT 2009
139,145,Undirected,1352,night at the museum,Mon Apr 06 22:27:55 PDT 2009
139,146,Undirected,1353,night at the museum,Mon Apr 06 22:27:55 PDT 2009
139,147,Undirected,1354,night at the museum,Mon Apr 06 22:27:55 PDT 2009
139,375,Undirected,1355,night at the museum,Mon Apr 06 22:27:55 PDT 2009
139,376,Undirected,1356,night at the museum,Mon Apr 06 22:27:55 PDT 2009
139,377,Undirected,1357,night at the museum,Mon Apr 06 22:27:55 PDT 2009
139,378,Undirected,1358,night at the museum,Mon Apr 06 22:27:55 PDT 2009
139,379,Undirected,1359,night at the museum,Mon Apr 06 22:27:55 PDT 2009
139,380,Undirected,1360,night at the museum,Mon Apr 06 22:27:55 PDT 2009
139,381,Undirected,1361,night at the museum,Mon Apr 06 22:27:55 PDT 2009
139,382,Undirected,1362,night at the museum,Mon Apr 06 22:27:55 PDT 2009
139,383,Undirected,1363,night at the museum,Mon Apr 06 22:27:55 PDT 2009
139,384,Undirected,1364,night at the museum,Mon Apr 06 22:27:55 PDT 2009
139,385,Undirected,1365,night at the museum,Mon Apr 06 22:27:55 PDT 2009
139,386,Undirected,1366,night at the museum,Mon Apr 06 22:27:55 PDT 2009
140,82,Undirected,1367,night at the museum,Mon Apr 06 22:27:56 PDT 2009
140,135,Undirected,1368,night at the museum,Mon Apr 06 22:27:56 PDT 2009
140,136,Undirected,1369,night at the museum,Mon Apr 06 22:27:56 PDT 2009
140,137,Undirected,1370,night at the museum,Mon Apr 06 22:27:56 PDT 2009
140,138,Undirected,1371,night at the museum,Mon Apr 06 22:27:56 PDT 2009
140,139,Undirected,1372,night at the museum,Mon Apr 06 22:27:56 PDT 2009
140,141,Undirected,1373,night at the museum,Mon Apr 06 22:27:56 PDT 2009
140,142,Undirected,1374,night at the museum,Mon Apr 06 22:27:56 PDT 2009
140,143,Undirected,1375,night at the museum,Mon Apr 06 22:27:56 PDT 2009
140,144,Undirected,1376,night at the museum,Mon Apr 06 22:27:56 PDT 2009
140,145,Undirected,1377,night at the museum,Mon Apr 06 22:27:56 PDT 2009
140,146,Undirected,1378,night at the museum,Mon Apr 06 22:27:56 PDT 2009
140,147,Undirected,1379,night at the museum,Mon Apr 06 22:27:56 PDT 2009
140,375,Undirected,1380,night at the museum,Mon Apr 06 22:27:56 PDT 2009
140,376,Undirected,1381,night at the museum,Mon Apr 06 22:27:56 PDT 2009
140,377,Undirected,1382,night at the museum,Mon Apr 06 22:27:56 PDT 2009
140,378,Undirected,1383,night at the museum,Mon Apr 06 22:27:56 PDT 2009
140,379,Undirected,1384,night at the museum,Mon Apr 06 22:27:56 PDT 2009
140,380,Undirected,1385,night at the museum,Mon Apr 06 22:27:56 PDT 2009
140,381,Undirected,1386,night at the museum,Mon Apr 06 22:27:56 PDT 2009
140,382,Undirected,1387,night at the museum,Mon Apr 06 22:27:56 PDT 2009
140,383,Undirected,1388,night at the museum,Mon Apr 06 22:27:56 PDT 2009
140,384,Undirected,1389,night at the museum,Mon Apr 06 22:27:56 PDT 2009
140,385,Undirected,1390,night at the museum,Mon Apr 06 22:27:56 PDT 2009
140,386,Undirected,1391,night at the museum,Mon Apr 06 22:27:56 PDT 2009
141,82,Undirected,1392,night at the museum,Mon Apr 06 22:27:56 PDT 2009
141,135,Undirected,1393,night at the museum,Mon Apr 06 22:27:56 PDT 2009
141,136,Undirected,1394,night at the museum,Mon Apr 06 22:27:56 PDT 2009
141,137,Undirected,1395,night at the museum,Mon Apr 06 22:27:56 PDT 2009
141,138,Undirected,1396,night at the museum,Mon Apr 06 22:27:56 PDT 2009
141,139,Undirected,1397,night at the museum,Mon Apr 06 22:27:56 PDT 2009
141,140,Undirected,1398,night at the museum,Mon Apr 06 22:27:56 PDT 2009
141,142,Undirected,1399,night at the museum,Mon Apr 06 22:27:56 PDT 2009
141,143,Undirected,1400,night at the museum,Mon Apr 06 22:27:56 PDT 2009
141,144,Undirected,1401,night at the museum,Mon Apr 06 22:27:56 PDT 2009
141,145,Undirected,1402,night at the museum,Mon Apr 06 22:27:56 PDT 2009
141,146,Undirected,1403,night at the museum,Mon Apr 06 22:27:56 PDT 2009
141,147,Undirected,1404,night at the museum,Mon Apr 06 22:27:56 PDT 2009
141,375,Undirected,1405,night at the museum,Mon Apr 06 22:27:56 PDT 2009
141,376,Undirected,1406,night at the museum,Mon Apr 06 22:27:56 PDT 2009
141,377,Undirected,1407,night at the museum,Mon Apr 06 22:27:56 PDT 2009
141,378,Undirected,1408,night at the museum,Mon Apr 06 22:27:56 PDT 2009
141,379,Undirected,1409,night at the museum,Mon Apr 06 22:27:56 PDT 2009
141,380,Undirected,1410,night at the museum,Mon Apr 06 22:27:56 PDT 2009
141,381,Undirected,1411,night at the museum,Mon Apr 06 22:27:56 PDT 2009
141,382,Undirected,1412,night at the museum,Mon Apr 06 22:27:56 PDT 2009
141,383,Undirected,1413,night at the museum,Mon Apr 06 22:27:56 PDT 2009
141,384,Undirected,1414,night at the museum,Mon Apr 06 22:27:56 PDT 2009
141,385,Undirected,1415,night at the museum,Mon Apr 06 22:27:56 PDT 2009
141,386,Undirected,1416,night at the museum,Mon Apr 06 22:27:56 PDT 2009
142,82,Undirected,1417,night at the museum,Mon Apr 06 22:27:57 PDT 2009
142,135,Undirected,1418,night at the museum,Mon Apr 06 22:27:57 PDT 2009
142,136,Undirected,1419,night at the museum,Mon Apr 06 22:27:57 PDT 2009
142,137,Undirected,1420,night at the museum,Mon Apr 06 22:27:57 PDT 2009
142,138,Undirected,1421,night at the museum,Mon Apr 06 22:27:57 PDT 2009
142,139,Undirected,1422,night at the museum,Mon Apr 06 22:27:57 PDT 2009
142,140,Undirected,1423,night at the museum,Mon Apr 06 22:27:57 PDT 2009
142,141,Undirected,1424,night at the museum,Mon Apr 06 22:27:57 PDT 2009
142,143,Undirected,1425,night at the museum,Mon Apr 06 22:27:57 PDT 2009
142,144,Undirected,1426,night at the museum,Mon Apr 06 22:27:57 PDT 2009
142,145,Undirected,1427,night at the museum,Mon Apr 06 22:27:57 PDT 2009
142,146,Undirected,1428,night at the museum,Mon Apr 06 22:27:57 PDT 2009
142,147,Undirected,1429,night at the museum,Mon Apr 06 22:27:57 PDT 2009
142,375,Undirected,1430,night at the museum,Mon Apr 06 22:27:57 PDT 2009
142,376,Undirected,1431,night at the museum,Mon Apr 06 22:27:57 PDT 2009
142,377,Undirected,1432,night at the museum,Mon Apr 06 22:27:57 PDT 2009
142,378,Undirected,1433,night at the museum,Mon Apr 06 22:27:57 PDT 2009
142,379,Undirected,1434,night at the museum,Mon Apr 06 22:27:57 PDT 2009
142,380,Undirected,1435,night at the museum,Mon Apr 06 22:27:57 PDT 2009
142,381,Undirected,1436,night at the museum,Mon Apr 06 22:27:57 PDT 2009
142,382,Undirected,1437,night at the museum,Mon Apr 06 22:27:57 PDT 2009
142,383,Undirected,1438,night at the museum,Mon Apr 06 22:27:57 PDT 2009
142,384,Undirected,1439,night at the museum,Mon Apr 06 22:27:57 PDT 2009
142,385,Undirected,1440,night at the museum,Mon Apr 06 22:27:57 PDT 2009
142,386,Undirected,1441,night at the museum,Mon Apr 06 22:27:57 PDT 2009
143,82,Undirected,1442,night at the museum,Mon Apr 06 22:28:02 PDT 2009
143,135,Undirected,1443,night at the museum,Mon Apr 06 22:28:02 PDT 2009
143,136,Undirected,1444,night at the museum,Mon Apr 06 22:28:02 PDT 2009
143,137,Undirected,1445,night at the museum,Mon Apr 06 22:28:02 PDT 2009
143,138,Undirected,1446,night at the museum,Mon Apr 06 22:28:02 PDT 2009
143,139,Undirected,1447,night at the museum,Mon Apr 06 22:28:02 PDT 2009
143,140,Undirected,1448,night at the museum,Mon Apr 06 22:28:02 PDT 2009
143,141,Undirected,1449,night at the museum,Mon Apr 06 22:28:02 PDT 2009
143,142,Undirected,1450,night at the museum,Mon Apr 06 22:28:02 PDT 2009
143,144,Undirected,1451,night at the museum,Mon Apr 06 22:28:02 PDT 2009
143,145,Undirected,1452,night at the museum,Mon Apr 06 22:28:02 PDT 2009
143,146,Undirected,1453,night at the museum,Mon Apr 06 22:28:02 PDT 2009
143,147,Undirected,1454,night at the museum,Mon Apr 06 22:28:02 PDT 2009
143,375,Undirected,1455,night at the museum,Mon Apr 06 22:28:02 PDT 2009
143,376,Undirected,1456,night at the museum,Mon Apr 06 22:28:02 PDT 2009
143,377,Undirected,1457,night at the museum,Mon Apr 06 22:28:02 PDT 2009
143,378,Undirected,1458,night at the museum,Mon Apr 06 22:28:02 PDT 2009
143,379,Undirected,1459,night at the museum,Mon Apr 06 22:28:02 PDT 2009
143,380,Undirected,1460,night at the museum,Mon Apr 06 22:28:02 PDT 2009
143,381,Undirected,1461,night at the museum,Mon Apr 06 22:28:02 PDT 2009
143,382,Undirected,1462,night at the museum,Mon Apr 06 22:28:02 PDT 2009
143,383,Undirected,1463,night at the museum,Mon Apr 06 22:28:02 PDT 2009
143,384,Undirected,1464,night at the museum,Mon Apr 06 22:28:02 PDT 2009
143,385,Undirected,1465,night at the museum,Mon Apr 06 22:28:02 PDT 2009
143,386,Undirected,1466,night at the museum,Mon Apr 06 22:28:02 PDT 2009
144,82,Undirected,1467,night at the museum,Mon Apr 06 22:28:03 PDT 2009
144,135,Undirected,1468,night at the museum,Mon Apr 06 22:28:03 PDT 2009
144,136,Undirected,1469,night at the museum,Mon Apr 06 22:28:03 PDT 2009
144,137,Undirected,1470,night at the museum,Mon Apr 06 22:28:03 PDT 2009
144,138,Undirected,1471,night at the museum,Mon Apr 06 22:28:03 PDT 2009
144,139,Undirected,1472,night at the museum,Mon Apr 06 22:28:03 PDT 2009
144,140,Undirected,1473,night at the museum,Mon Apr 06 22:28:03 PDT 2009
144,141,Undirected,1474,night at the museum,Mon Apr 06 22:28:03 PDT 2009
144,142,Undirected,1475,night at the museum,Mon Apr 06 22:28:03 PDT 2009
144,143,Undirected,1476,night at the museum,Mon Apr 06 22:28:03 PDT 2009
144,145,Undirected,1477,night at the museum,Mon Apr 06 22:28:03 PDT 2009
144,146,Undirected,1478,night at the museum,Mon Apr 06 22:28:03 PDT 2009
144,147,Undirected,1479,night at the museum,Mon Apr 06 22:28:03 PDT 2009
144,375,Undirected,1480,night at the museum,Mon Apr 06 22:28:03 PDT 2009
144,376,Undirected,1481,night at the museum,Mon Apr 06 22:28:03 PDT 2009
144,377,Undirected,1482,night at the museum,Mon Apr 06 22:28:03 PDT 2009
144,378,Undirected,1483,night at the museum,Mon Apr 06 22:28:03 PDT 2009
144,379,Undirected,1484,night at the museum,Mon Apr 06 22:28:03 PDT 2009
144,380,Undirected,1485,night at the museum,Mon Apr 06 22:28:03 PDT 2009
144,381,Undirected,1486,night at the museum,Mon Apr 06 22:28:03 PDT 2009
144,382,Undirected,1487,night at the museum,Mon Apr 06 22:28:03 PDT 2009
144,383,Undirected,1488,night at the museum,Mon Apr 06 22:28:03 PDT 2009
144,384,Undirected,1489,night at the museum,Mon Apr 06 22:28:03 PDT 2009
144,385,Undirected,1490,night at the museum,Mon Apr 06 22:28:03 PDT 2009
144,386,Undirected,1491,night at the museum,Mon Apr 06 22:28:03 PDT 2009
145,82,Undirected,1492,night at the museum,Mon Apr 06 22:28:04 PDT 2009
145,135,Undirected,1493,night at the museum,Mon Apr 06 22:28:04 PDT 2009
145,136,Undirected,1494,night at the museum,Mon Apr 06 22:28:04 PDT 2009
145,137,Undirected,1495,night at the museum,Mon Apr 06 22:28:04 PDT 2009
145,138,Undirected,1496,night at the museum,Mon Apr 06 22:28:04 PDT 2009
145,139,Undirected,1497,night at the museum,Mon Apr 06 22:28:04 PDT 2009
145,140,Undirected,1498,night at the museum,Mon Apr 06 22:28:04 PDT 2009
145,141,Undirected,1499,night at the museum,Mon Apr 06 22:28:04 PDT 2009
145,142,Undirected,1500,night at the museum,Mon Apr 06 22:28:04 PDT 2009
